day_since_genesis,blocks_mined_today,block_reward_today_BTRF,emission_today_BTRF,cumulative_supply_BTRF,cumulative_pct_of_cap
0,576,25.0,14400.0,14400.0,0.06857142857142857
1,576,25.0,14400.0,28800.0,0.13714285714285715
2,576,25.0,14400.0,43200.0,0.2057142857142857
3,576,25.0,14400.0,57600.0,0.2742857142857143
4,576,25.0,14400.0,72000.0,0.34285714285714286
5,576,25.0,14400.0,86400.0,0.4114285714285714
6,576,25.0,14400.0,100800.0,0.48
7,576,25.0,14400.0,115200.0,0.5485714285714286
8,576,25.0,14400.0,129600.0,0.6171428571428572
9,576,25.0,14400.0,144000.0,0.6857142857142857
10,576,25.0,14400.0,158400.0,0.7542857142857142
11,576,25.0,14400.0,172800.0,0.8228571428571428
12,576,25.0,14400.0,187200.0,0.8914285714285715
13,576,25.0,14400.0,201600.0,0.96
14,576,25.0,14400.0,216000.0,1.0285714285714285
15,576,25.0,14400.0,230400.0,1.0971428571428572
16,576,25.0,14400.0,244800.0,1.1657142857142857
17,576,25.0,14400.0,259200.0,1.2342857142857144
18,576,25.0,14400.0,273600.0,1.302857142857143
19,576,25.0,14400.0,288000.0,1.3714285714285714
20,576,25.0,14400.0,302400.0,1.44
21,576,25.0,14400.0,316800.0,1.5085714285714285
22,576,25.0,14400.0,331200.0,1.5771428571428572
23,576,25.0,14400.0,345600.0,1.6457142857142857
24,576,25.0,14400.0,360000.0,1.7142857142857144
25,576,25.0,14400.0,374400.0,1.782857142857143
26,576,25.0,14400.0,388800.0,1.8514285714285716
27,576,25.0,14400.0,403200.0,1.92
28,576,25.0,14400.0,417600.0,1.9885714285714284
29,576,25.0,14400.0,432000.0,2.057142857142857
30,576,25.0,14400.0,446400.0,2.1257142857142854
31,576,25.0,14400.0,460800.0,2.1942857142857144
32,576,25.0,14400.0,475200.0,2.262857142857143
33,576,25.0,14400.0,489600.0,2.3314285714285714
34,576,25.0,14400.0,504000.0,2.4
35,576,25.0,14400.0,518400.0,2.468571428571429
36,576,25.0,14400.0,532800.0,2.5371428571428574
37,576,25.0,14400.0,547200.0,2.605714285714286
38,576,25.0,14400.0,561600.0,2.674285714285714
39,576,25.0,14400.0,576000.0,2.742857142857143
40,576,25.0,14400.0,590400.0,2.8114285714285714
41,576,25.0,14400.0,604800.0,2.88
42,576,25.0,14400.0,619200.0,2.9485714285714284
43,576,25.0,14400.0,633600.0,3.017142857142857
44,576,25.0,14400.0,648000.0,3.085714285714286
45,576,25.0,14400.0,662400.0,3.1542857142857144
46,576,25.0,14400.0,676800.0,3.2228571428571424
47,576,25.0,14400.0,691200.0,3.2914285714285714
48,576,25.0,14400.0,705600.0,3.36
49,576,25.0,14400.0,720000.0,3.428571428571429
50,576,25.0,14400.0,734400.0,3.497142857142857
51,576,25.0,14400.0,748800.0,3.565714285714286
52,576,25.0,14400.0,763200.0,3.6342857142857143
53,576,25.0,14400.0,777600.0,3.7028571428571433
54,576,25.0,14400.0,792000.0,3.7714285714285714
55,576,25.0,14400.0,806400.0,3.84
56,576,25.0,14400.0,820800.0,3.908571428571429
57,576,25.0,14400.0,835200.0,3.977142857142857
58,576,25.0,14400.0,849600.0,4.045714285714286
59,576,25.0,14400.0,864000.0,4.114285714285714
60,576,25.0,14400.0,878400.0,4.182857142857143
61,576,25.0,14400.0,892800.0,4.251428571428571
62,576,25.0,14400.0,907200.0,4.32
63,576,25.0,14400.0,921600.0,4.388571428571429
64,576,25.0,14400.0,936000.0,4.457142857142857
65,576,25.0,14400.0,950400.0,4.525714285714286
66,576,25.0,14400.0,964800.0,4.594285714285714
67,576,25.0,14400.0,979200.0,4.662857142857143
68,576,25.0,14400.0,993600.0,4.731428571428571
69,576,25.0,14400.0,1008000.0,4.8
70,576,25.0,14400.0,1022400.0,4.868571428571428
71,576,25.0,14400.0,1036800.0,4.937142857142858
72,576,25.0,14400.0,1051200.0,5.005714285714285
73,576,25.0,14400.0,1065600.0,5.074285714285715
74,576,25.0,14400.0,1080000.0,5.142857142857142
75,576,25.0,14400.0,1094400.0,5.211428571428572
76,576,25.0,14400.0,1108800.0,5.28
77,576,25.0,14400.0,1123200.0,5.348571428571428
78,576,25.0,14400.0,1137600.0,5.417142857142857
79,576,25.0,14400.0,1152000.0,5.485714285714286
80,576,25.0,14400.0,1166400.0,5.554285714285714
81,576,25.0,14400.0,1180800.0,5.622857142857143
82,576,25.0,14400.0,1195200.0,5.691428571428571
83,576,25.0,14400.0,1209600.0,5.76
84,576,25.0,14400.0,1224000.0,5.828571428571429
85,576,25.0,14400.0,1238400.0,5.897142857142857
86,576,25.0,14400.0,1252800.0,5.965714285714286
87,576,25.0,14400.0,1267200.0,6.034285714285714
88,576,25.0,14400.0,1281600.0,6.102857142857143
89,576,25.0,14400.0,1296000.0,6.171428571428572
90,576,25.0,14400.0,1310400.0,6.239999999999999
91,576,25.0,14400.0,1324800.0,6.308571428571429
92,576,25.0,14400.0,1339200.0,6.377142857142857
93,576,25.0,14400.0,1353600.0,6.445714285714285
94,576,25.0,14400.0,1368000.0,6.514285714285714
95,576,25.0,14400.0,1382400.0,6.582857142857143
96,576,25.0,14400.0,1396800.0,6.651428571428572
97,576,25.0,14400.0,1411200.0,6.72
98,576,25.0,14400.0,1425600.0,6.788571428571428
99,576,25.0,14400.0,1440000.0,6.857142857142858
100,576,25.0,14400.0,1454400.0,6.925714285714285
101,576,25.0,14400.0,1468800.0,6.994285714285714
102,576,25.0,14400.0,1483200.0,7.062857142857143
103,576,25.0,14400.0,1497600.0,7.131428571428572
104,576,25.0,14400.0,1512000.0,7.199999999999999
105,576,25.0,14400.0,1526400.0,7.268571428571429
106,576,25.0,14400.0,1540800.0,7.337142857142857
107,576,25.0,14400.0,1555200.0,7.405714285714287
108,576,25.0,14400.0,1569600.0,7.474285714285714
109,576,25.0,14400.0,1584000.0,7.542857142857143
110,576,25.0,14400.0,1598400.0,7.611428571428572
111,576,25.0,14400.0,1612800.0,7.68
112,576,25.0,14400.0,1627200.0,7.748571428571428
113,576,25.0,14400.0,1641600.0,7.817142857142858
114,576,25.0,14400.0,1656000.0,7.885714285714286
115,576,25.0,14400.0,1670400.0,7.954285714285714
116,576,25.0,14400.0,1684800.0,8.022857142857143
117,576,25.0,14400.0,1699200.0,8.091428571428573
118,576,25.0,14400.0,1713600.0,8.16
119,576,25.0,14400.0,1728000.0,8.228571428571428
120,576,25.0,14400.0,1742400.0,8.297142857142857
121,576,25.0,14400.0,1756800.0,8.365714285714287
122,576,25.0,14400.0,1771200.0,8.434285714285714
123,576,25.0,14400.0,1785600.0,8.502857142857142
124,576,25.0,14400.0,1800000.0,8.571428571428571
125,576,25.0,14400.0,1814400.0,8.64
126,576,25.0,14400.0,1828800.0,8.708571428571428
127,576,25.0,14400.0,1843200.0,8.777142857142858
128,576,25.0,14400.0,1857600.0,8.845714285714285
129,576,25.0,14400.0,1872000.0,8.914285714285715
130,576,25.0,14400.0,1886400.0,8.982857142857142
131,576,25.0,14400.0,1900800.0,9.051428571428572
132,576,25.0,14400.0,1915200.0,9.120000000000001
133,576,25.0,14400.0,1929600.0,9.188571428571429
134,576,25.0,14400.0,1944000.0,9.257142857142856
135,576,25.0,14400.0,1958400.0,9.325714285714286
136,576,25.0,14400.0,1972800.0,9.394285714285715
137,576,25.0,14400.0,1987200.0,9.462857142857143
138,576,25.0,14400.0,2001600.0,9.531428571428572
139,576,25.0,14400.0,2016000.0,9.6
140,576,25.0,14400.0,2030400.0,9.668571428571429
141,576,25.0,14400.0,2044800.0,9.737142857142857
142,576,25.0,14400.0,2059200.0,9.805714285714286
143,576,25.0,14400.0,2073600.0,9.874285714285715
144,576,25.0,14400.0,2088000.0,9.942857142857143
145,576,25.0,14400.0,2102400.0,10.01142857142857
146,576,25.0,14400.0,2116800.0,10.08
147,576,25.0,14400.0,2131200.0,10.14857142857143
148,576,25.0,14400.0,2145600.0,10.217142857142857
149,576,25.0,14400.0,2160000.0,10.285714285714285
150,576,25.0,14400.0,2174400.0,10.354285714285714
151,576,25.0,14400.0,2188800.0,10.422857142857143
152,576,25.0,14400.0,2203200.0,10.491428571428571
153,576,25.0,14400.0,2217600.0,10.56
154,576,25.0,14400.0,2232000.0,10.628571428571428
155,576,25.0,14400.0,2246400.0,10.697142857142856
156,576,25.0,14400.0,2260800.0,10.765714285714285
157,576,25.0,14400.0,2275200.0,10.834285714285715
158,576,25.0,14400.0,2289600.0,10.902857142857144
159,576,25.0,14400.0,2304000.0,10.971428571428572
160,576,25.0,14400.0,2318400.0,11.04
161,576,25.0,14400.0,2332800.0,11.108571428571429
162,576,25.0,14400.0,2347200.0,11.177142857142858
163,576,25.0,14400.0,2361600.0,11.245714285714286
164,576,25.0,14400.0,2376000.0,11.314285714285715
165,576,25.0,14400.0,2390400.0,11.382857142857143
166,576,25.0,14400.0,2404800.0,11.45142857142857
167,576,25.0,14400.0,2419200.0,11.52
168,576,25.0,14400.0,2433600.0,11.588571428571429
169,576,25.0,14400.0,2448000.0,11.657142857142858
170,576,25.0,14400.0,2462400.0,11.725714285714286
171,576,25.0,14400.0,2476800.0,11.794285714285714
172,576,25.0,14400.0,2491200.0,11.862857142857143
173,576,25.0,14400.0,2505600.0,11.931428571428572
174,576,25.0,14400.0,2520000.0,12.0
175,576,25.0,14400.0,2534400.0,12.068571428571428
176,576,25.0,14400.0,2548800.0,12.137142857142857
177,576,25.0,14400.0,2563200.0,12.205714285714286
178,576,25.0,14400.0,2577600.0,12.274285714285714
179,576,25.0,14400.0,2592000.0,12.342857142857143
180,576,25.0,14400.0,2606400.0,12.411428571428571
181,576,25.0,14400.0,2620800.0,12.479999999999999
182,576,25.0,14400.0,2635200.0,12.548571428571428
183,576,25.0,14400.0,2649600.0,12.617142857142857
184,576,25.0,14400.0,2664000.0,12.685714285714287
185,576,25.0,14400.0,2678400.0,12.754285714285714
186,576,25.0,14400.0,2692800.0,12.822857142857144
187,576,25.0,14400.0,2707200.0,12.89142857142857
188,576,25.0,14400.0,2721600.0,12.959999999999999
189,576,25.0,14400.0,2736000.0,13.028571428571428
190,576,25.0,14400.0,2750400.0,13.097142857142858
191,576,25.0,14400.0,2764800.0,13.165714285714285
192,576,25.0,14400.0,2779200.0,13.234285714285715
193,576,25.0,14400.0,2793600.0,13.302857142857144
194,576,25.0,14400.0,2808000.0,13.37142857142857
195,576,25.0,14400.0,2822400.0,13.44
196,576,25.0,14400.0,2836800.0,13.508571428571429
197,576,25.0,14400.0,2851200.0,13.577142857142857
198,576,25.0,14400.0,2865600.0,13.645714285714286
199,576,25.0,14400.0,2880000.0,13.714285714285715
200,576,25.0,14400.0,2894400.0,13.782857142857145
201,576,25.0,14400.0,2908800.0,13.85142857142857
202,576,25.0,14400.0,2923200.0,13.919999999999998
203,576,25.0,14400.0,2937600.0,13.988571428571428
204,576,25.0,14400.0,2952000.0,14.057142857142857
205,576,25.0,14400.0,2966400.0,14.125714285714286
206,576,25.0,14400.0,2980800.0,14.194285714285716
207,576,25.0,14400.0,2995200.0,14.262857142857143
208,576,25.0,14400.0,3009600.0,14.331428571428573
209,576,25.0,14400.0,3024000.0,14.399999999999999
210,576,25.0,14400.0,3038400.0,14.468571428571428
211,576,25.0,14400.0,3052800.0,14.537142857142857
212,576,25.0,14400.0,3067200.0,14.605714285714285
213,576,25.0,14400.0,3081600.0,14.674285714285714
214,576,25.0,14400.0,3096000.0,14.742857142857144
215,576,25.0,14400.0,3110400.0,14.811428571428573
216,576,25.0,14400.0,3124800.0,14.879999999999999
217,576,25.0,14400.0,3139200.0,14.948571428571428
218,576,25.0,14400.0,3153600.0,15.017142857142856
219,576,25.0,14400.0,3168000.0,15.085714285714285
220,576,25.0,14400.0,3182400.0,15.154285714285715
221,576,25.0,14400.0,3196800.0,15.222857142857144
222,576,25.0,14400.0,3211200.0,15.291428571428572
223,576,25.0,14400.0,3225600.0,15.36
224,576,25.0,14400.0,3240000.0,15.428571428571427
225,576,25.0,14400.0,3254400.0,15.497142857142856
226,576,25.0,14400.0,3268800.0,15.565714285714286
227,576,25.0,14400.0,3283200.0,15.634285714285715
228,576,25.0,14400.0,3297600.0,15.702857142857143
229,576,25.0,14400.0,3312000.0,15.771428571428572
230,576,25.0,14400.0,3326400.0,15.840000000000002
231,576,25.0,14400.0,3340800.0,15.908571428571427
232,576,25.0,14400.0,3355200.0,15.977142857142857
233,576,25.0,14400.0,3369600.0,16.045714285714286
234,576,25.0,14400.0,3384000.0,16.114285714285714
235,576,25.0,14400.0,3398400.0,16.182857142857145
236,576,25.0,14400.0,3412800.0,16.251428571428573
237,576,25.0,14400.0,3427200.0,16.32
238,576,25.0,14400.0,3441600.0,16.388571428571428
239,576,25.0,14400.0,3456000.0,16.457142857142856
240,576,25.0,14400.0,3470400.0,16.525714285714287
241,576,25.0,14400.0,3484800.0,16.594285714285714
242,576,25.0,14400.0,3499200.0,16.662857142857142
243,576,25.0,14400.0,3513600.0,16.731428571428573
244,576,25.0,14400.0,3528000.0,16.8
245,576,25.0,14400.0,3542400.0,16.86857142857143
246,576,25.0,14400.0,3556800.0,16.937142857142856
247,576,25.0,14400.0,3571200.0,17.005714285714284
248,576,25.0,14400.0,3585600.0,17.074285714285715
249,576,25.0,14400.0,3600000.0,17.142857142857142
250,576,25.0,14400.0,3614400.0,17.211428571428574
251,576,25.0,14400.0,3628800.0,17.28
252,576,25.0,14400.0,3643200.0,17.34857142857143
253,576,25.0,14400.0,3657600.0,17.417142857142856
254,576,25.0,14400.0,3672000.0,17.485714285714284
255,576,25.0,14400.0,3686400.0,17.554285714285715
256,576,25.0,14400.0,3700800.0,17.622857142857143
257,576,25.0,14400.0,3715200.0,17.69142857142857
258,576,25.0,14400.0,3729600.0,17.76
259,576,25.0,14400.0,3744000.0,17.82857142857143
260,576,25.0,14400.0,3758400.0,17.897142857142857
261,576,25.0,14400.0,3772800.0,17.965714285714284
262,576,25.0,14400.0,3787200.0,18.034285714285716
263,576,25.0,14400.0,3801600.0,18.102857142857143
264,576,25.0,14400.0,3816000.0,18.17142857142857
265,576,25.0,14400.0,3830400.0,18.240000000000002
266,576,25.0,14400.0,3844800.0,18.30857142857143
267,576,25.0,14400.0,3859200.0,18.377142857142857
268,576,25.0,14400.0,3873600.0,18.445714285714285
269,576,25.0,14400.0,3888000.0,18.514285714285712
270,576,25.0,14400.0,3902400.0,18.582857142857144
271,576,25.0,14400.0,3916800.0,18.65142857142857
272,576,25.0,14400.0,3931200.0,18.72
273,576,25.0,14400.0,3945600.0,18.78857142857143
274,576,25.0,14400.0,3960000.0,18.857142857142858
275,576,25.0,14400.0,3974400.0,18.925714285714285
276,576,25.0,14400.0,3988800.0,18.994285714285713
277,576,25.0,14400.0,4003200.0,19.062857142857144
278,576,25.0,14400.0,4017600.0,19.13142857142857
279,576,25.0,14400.0,4032000.0,19.2
280,576,25.0,14400.0,4046400.0,19.26857142857143
281,576,25.0,14400.0,4060800.0,19.337142857142858
282,576,25.0,14400.0,4075200.0,19.405714285714286
283,576,25.0,14400.0,4089600.0,19.474285714285713
284,576,25.0,14400.0,4104000.0,19.54285714285714
285,576,25.0,14400.0,4118400.0,19.611428571428572
286,576,25.0,14400.0,4132800.0,19.68
287,576,25.0,14400.0,4147200.0,19.74857142857143
288,576,25.0,14400.0,4161600.0,19.81714285714286
289,576,25.0,14400.0,4176000.0,19.885714285714286
290,576,25.0,14400.0,4190400.0,19.954285714285714
291,576,25.0,14400.0,4204800.0,20.02285714285714
292,576,25.0,14400.0,4219200.0,20.091428571428573
293,576,25.0,14400.0,4233600.0,20.16
294,576,25.0,14400.0,4248000.0,20.228571428571428
295,576,25.0,14400.0,4262400.0,20.29714285714286
296,576,25.0,14400.0,4276800.0,20.365714285714287
297,576,25.0,14400.0,4291200.0,20.434285714285714
298,576,25.0,14400.0,4305600.0,20.502857142857142
299,576,25.0,14400.0,4320000.0,20.57142857142857
300,576,25.0,14400.0,4334400.0,20.64
301,576,25.0,14400.0,4348800.0,20.708571428571428
302,576,25.0,14400.0,4363200.0,20.77714285714286
303,576,25.0,14400.0,4377600.0,20.845714285714287
304,576,25.0,14400.0,4392000.0,20.914285714285715
305,576,25.0,14400.0,4406400.0,20.982857142857142
306,576,25.0,14400.0,4420800.0,21.05142857142857
307,576,25.0,14400.0,4435200.0,21.12
308,576,25.0,14400.0,4449600.0,21.18857142857143
309,576,25.0,14400.0,4464000.0,21.257142857142856
310,576,25.0,14400.0,4478400.0,21.325714285714287
311,576,25.0,14400.0,4492800.0,21.39428571428571
312,576,25.0,14400.0,4507200.0,21.462857142857143
313,576,25.0,14400.0,4521600.0,21.53142857142857
314,576,25.0,14400.0,4536000.0,21.6
315,576,25.0,14400.0,4550400.0,21.66857142857143
316,576,25.0,14400.0,4564800.0,21.737142857142857
317,576,25.0,14400.0,4579200.0,21.805714285714288
318,576,25.0,14400.0,4593600.0,21.874285714285715
319,576,25.0,14400.0,4608000.0,21.942857142857143
320,576,25.0,14400.0,4622400.0,22.01142857142857
321,576,25.0,14400.0,4636800.0,22.08
322,576,25.0,14400.0,4651200.0,22.14857142857143
323,576,25.0,14400.0,4665600.0,22.217142857142857
324,576,25.0,14400.0,4680000.0,22.285714285714285
325,576,25.0,14400.0,4694400.0,22.354285714285716
326,576,25.0,14400.0,4708800.0,22.42285714285714
327,576,25.0,14400.0,4723200.0,22.49142857142857
328,576,25.0,14400.0,4737600.0,22.56
329,576,25.0,14400.0,4752000.0,22.62857142857143
330,576,25.0,14400.0,4766400.0,22.697142857142858
331,576,25.0,14400.0,4780800.0,22.765714285714285
332,576,25.0,14400.0,4795200.0,22.834285714285716
333,576,25.0,14400.0,4809600.0,22.90285714285714
334,576,25.0,14400.0,4824000.0,22.97142857142857
335,576,25.0,14400.0,4838400.0,23.04
336,576,25.0,14400.0,4852800.0,23.108571428571427
337,576,25.0,14400.0,4867200.0,23.177142857142858
338,576,25.0,14400.0,4881600.0,23.245714285714286
339,576,25.0,14400.0,4896000.0,23.314285714285717
340,576,25.0,14400.0,4910400.0,23.382857142857144
341,576,25.0,14400.0,4924800.0,23.451428571428572
342,576,25.0,14400.0,4939200.0,23.52
343,576,25.0,14400.0,4953600.0,23.588571428571427
344,576,25.0,14400.0,4968000.0,23.65714285714286
345,576,25.0,14400.0,4982400.0,23.725714285714286
346,576,25.0,14400.0,4996800.0,23.794285714285714
347,576,25.0,14400.0,5011200.0,23.862857142857145
348,576,25.0,14400.0,5025600.0,23.93142857142857
349,576,25.0,14400.0,5040000.0,24.0
350,576,25.0,14400.0,5054400.0,24.068571428571428
351,576,25.0,14400.0,5068800.0,24.137142857142855
352,576,25.0,14400.0,5083200.0,24.205714285714286
353,576,25.0,14400.0,5097600.0,24.274285714285714
354,576,25.0,14400.0,5112000.0,24.342857142857145
355,576,25.0,14400.0,5126400.0,24.411428571428573
356,576,25.0,14400.0,5140800.0,24.48
357,576,25.0,14400.0,5155200.0,24.548571428571428
358,576,25.0,14400.0,5169600.0,24.617142857142856
359,576,25.0,14400.0,5184000.0,24.685714285714287
360,576,25.0,14400.0,5198400.0,24.754285714285714
361,576,25.0,14400.0,5212800.0,24.822857142857142
362,576,25.0,14400.0,5227200.0,24.891428571428573
363,576,25.0,14400.0,5241600.0,24.959999999999997
364,576,25.0,14400.0,5256000.0,25.02857142857143
365,576,25.0,14400.0,5270400.0,25.097142857142856
366,576,25.0,14400.0,5284800.0,25.165714285714287
367,576,25.0,14400.0,5299200.0,25.234285714285715
368,576,25.0,14400.0,5313600.0,25.302857142857142
369,576,25.0,14400.0,5328000.0,25.371428571428574
370,576,25.0,14400.0,5342400.0,25.44
371,576,25.0,14400.0,5356800.0,25.50857142857143
372,576,25.0,14400.0,5371200.0,25.57714285714286
373,576,25.0,14400.0,5385600.0,25.645714285714288
374,576,25.0,14400.0,5400000.0,25.71428571428571
375,576,25.0,14400.0,5414400.0,25.78285714285714
376,576,25.0,14400.0,5428800.0,25.85142857142857
377,576,25.0,14400.0,5443200.0,25.919999999999998
378,576,25.0,14400.0,5457600.0,25.988571428571426
379,576,25.0,14400.0,5472000.0,26.057142857142857
380,576,25.0,14400.0,5486400.0,26.125714285714285
381,576,25.0,14400.0,5500800.0,26.194285714285716
382,576,25.0,14400.0,5515200.0,26.262857142857143
383,576,25.0,14400.0,5529600.0,26.33142857142857
384,576,25.0,14400.0,5544000.0,26.400000000000002
385,576,25.0,14400.0,5558400.0,26.46857142857143
386,576,25.0,14400.0,5572800.0,26.53714285714286
387,576,25.0,14400.0,5587200.0,26.60571428571429
388,576,25.0,14400.0,5601600.0,26.674285714285716
389,576,25.0,14400.0,5616000.0,26.74285714285714
390,576,25.0,14400.0,5630400.0,26.811428571428568
391,576,25.0,14400.0,5644800.0,26.88
392,576,25.0,14400.0,5659200.0,26.948571428571427
393,576,25.0,14400.0,5673600.0,27.017142857142858
394,576,25.0,14400.0,5688000.0,27.085714285714285
395,576,25.0,14400.0,5702400.0,27.154285714285713
396,576,25.0,14400.0,5716800.0,27.222857142857144
397,576,25.0,14400.0,5731200.0,27.291428571428572
398,576,25.0,14400.0,5745600.0,27.36
399,576,25.0,14400.0,5760000.0,27.42857142857143
400,576,25.0,14400.0,5774400.0,27.497142857142858
401,576,25.0,14400.0,5788800.0,27.56571428571429
402,576,25.0,14400.0,5803200.0,27.634285714285717
403,576,25.0,14400.0,5817600.0,27.70285714285714
404,576,25.0,14400.0,5832000.0,27.77142857142857
405,576,25.0,14400.0,5846400.0,27.839999999999996
406,576,25.0,14400.0,5860800.0,27.908571428571427
407,576,25.0,14400.0,5875200.0,27.977142857142855
408,576,25.0,14400.0,5889600.0,28.045714285714286
409,576,25.0,14400.0,5904000.0,28.114285714285714
410,576,25.0,14400.0,5918400.0,28.18285714285714
411,576,25.0,14400.0,5932800.0,28.251428571428573
412,576,25.0,14400.0,5947200.0,28.32
413,576,25.0,14400.0,5961600.0,28.38857142857143
414,576,25.0,14400.0,5976000.0,28.45714285714286
415,576,25.0,14400.0,5990400.0,28.525714285714287
416,576,25.0,14400.0,6004800.0,28.594285714285718
417,576,25.0,14400.0,6019200.0,28.662857142857145
418,576,25.0,14400.0,6033600.0,28.73142857142857
419,576,25.0,14400.0,6048000.0,28.799999999999997
420,576,25.0,14400.0,6062400.0,28.86857142857143
421,576,25.0,14400.0,6076800.0,28.937142857142856
422,576,25.0,14400.0,6091200.0,29.005714285714284
423,576,25.0,14400.0,6105600.0,29.074285714285715
424,576,25.0,14400.0,6120000.0,29.142857142857142
425,576,25.0,14400.0,6134400.0,29.21142857142857
426,576,25.0,14400.0,6148800.0,29.28
427,576,25.0,14400.0,6163200.0,29.34857142857143
428,576,25.0,14400.0,6177600.0,29.41714285714286
429,576,25.0,14400.0,6192000.0,29.485714285714288
430,576,25.0,14400.0,6206400.0,29.554285714285715
431,576,25.0,14400.0,6220800.0,29.622857142857146
432,576,25.0,14400.0,6235200.0,29.691428571428574
433,576,25.0,14400.0,6249600.0,29.759999999999998
434,576,25.0,14400.0,6264000.0,29.828571428571426
435,576,25.0,14400.0,6278400.0,29.897142857142857
436,576,25.0,14400.0,6292800.0,29.965714285714284
437,576,25.0,14400.0,6307200.0,30.034285714285712
438,576,25.0,14400.0,6321600.0,30.102857142857143
439,576,25.0,14400.0,6336000.0,30.17142857142857
440,576,25.0,14400.0,6350400.0,30.240000000000002
441,576,25.0,14400.0,6364800.0,30.30857142857143
442,576,25.0,14400.0,6379200.0,30.377142857142857
443,576,25.0,14400.0,6393600.0,30.44571428571429
444,576,25.0,14400.0,6408000.0,30.514285714285716
445,576,25.0,14400.0,6422400.0,30.582857142857144
446,576,25.0,14400.0,6436800.0,30.651428571428575
447,576,25.0,14400.0,6451200.0,30.72
448,576,25.0,14400.0,6465600.0,30.788571428571426
449,576,25.0,14400.0,6480000.0,30.857142857142854
450,576,25.0,14400.0,6494400.0,30.925714285714285
451,576,25.0,14400.0,6508800.0,30.994285714285713
452,576,25.0,14400.0,6523200.0,31.06285714285714
453,576,25.0,14400.0,6537600.0,31.13142857142857
454,576,25.0,14400.0,6552000.0,31.2
455,576,25.0,14400.0,6566400.0,31.26857142857143
456,576,25.0,14400.0,6580800.0,31.337142857142858
457,576,25.0,14400.0,6595200.0,31.405714285714286
458,576,25.0,14400.0,6609600.0,31.474285714285717
459,576,25.0,14400.0,6624000.0,31.542857142857144
460,576,25.0,14400.0,6638400.0,31.611428571428572
461,576,25.0,14400.0,6652800.0,31.680000000000003
462,576,25.0,14400.0,6667200.0,31.748571428571427
463,576,25.0,14400.0,6681600.0,31.817142857142855
464,576,25.0,14400.0,6696000.0,31.885714285714283
465,576,25.0,14400.0,6710400.0,31.954285714285714
466,576,25.0,14400.0,6724800.0,32.02285714285714
467,576,25.0,14400.0,6739200.0,32.09142857142857
468,576,25.0,14400.0,6753600.0,32.16
469,576,25.0,14400.0,6768000.0,32.22857142857143
470,576,25.0,14400.0,6782400.0,32.29714285714286
471,576,25.0,14400.0,6796800.0,32.36571428571429
472,576,25.0,14400.0,6811200.0,32.434285714285714
473,576,25.0,14400.0,6825600.0,32.502857142857145
474,576,25.0,14400.0,6840000.0,32.57142857142858
475,576,25.0,14400.0,6854400.0,32.64
476,576,25.0,14400.0,6868800.0,32.70857142857143
477,576,25.0,14400.0,6883200.0,32.777142857142856
478,576,25.0,14400.0,6897600.0,32.84571428571429
479,576,25.0,14400.0,6912000.0,32.91428571428571
480,576,25.0,14400.0,6926400.0,32.98285714285714
481,576,25.0,14400.0,6940800.0,33.05142857142857
482,576,25.0,14400.0,6955200.0,33.12
483,576,25.0,14400.0,6969600.0,33.18857142857143
484,576,25.0,14400.0,6984000.0,33.25714285714286
485,576,25.0,14400.0,6998400.0,33.325714285714284
486,576,25.0,14400.0,7012800.0,33.394285714285715
487,576,25.0,14400.0,7027200.0,33.462857142857146
488,576,25.0,14400.0,7041600.0,33.53142857142857
489,576,25.0,14400.0,7056000.0,33.6
490,576,25.0,14400.0,7070400.0,33.66857142857143
491,576,25.0,14400.0,7084800.0,33.73714285714286
492,576,25.0,14400.0,7099200.0,33.80571428571428
493,576,25.0,14400.0,7113600.0,33.87428571428571
494,576,25.0,14400.0,7128000.0,33.94285714285714
495,576,25.0,14400.0,7142400.0,34.01142857142857
496,576,25.0,14400.0,7156800.0,34.08
497,576,25.0,14400.0,7171200.0,34.14857142857143
498,576,25.0,14400.0,7185600.0,34.21714285714286
499,576,25.0,14400.0,7200000.0,34.285714285714285
500,576,25.0,14400.0,7214400.0,34.354285714285716
501,576,25.0,14400.0,7228800.0,34.42285714285715
502,576,25.0,14400.0,7243200.0,34.49142857142857
503,576,25.0,14400.0,7257600.0,34.56
504,576,25.0,14400.0,7272000.0,34.62857142857143
505,576,25.0,14400.0,7286400.0,34.69714285714286
506,576,25.0,14400.0,7300800.0,34.76571428571428
507,576,25.0,14400.0,7315200.0,34.83428571428571
508,576,25.0,14400.0,7329600.0,34.902857142857144
509,576,25.0,14400.0,7344000.0,34.97142857142857
510,576,25.0,14400.0,7358400.0,35.04
511,576,25.0,14400.0,7372800.0,35.10857142857143
512,576,25.0,14400.0,7387200.0,35.177142857142854
513,576,25.0,14400.0,7401600.0,35.245714285714286
514,576,25.0,14400.0,7416000.0,35.31428571428572
515,576,25.0,14400.0,7430400.0,35.38285714285714
516,576,25.0,14400.0,7444800.0,35.45142857142857
517,576,25.0,14400.0,7459200.0,35.52
518,576,25.0,14400.0,7473600.0,35.58857142857143
519,576,25.0,14400.0,7488000.0,35.65714285714286
520,576,25.0,14400.0,7502400.0,35.72571428571429
521,576,25.0,14400.0,7516800.0,35.794285714285714
522,576,25.0,14400.0,7531200.0,35.86285714285714
523,576,25.0,14400.0,7545600.0,35.93142857142857
524,576,25.0,14400.0,7560000.0,36.0
